"lethal.temp","population","treatment"
28.097,"Ontario","7.0°C"
26.622,"Ontario","2.0°C"
25.914,"Ontario","2.0°C"
24.847,"Superior","4.5°C"
24.146,"Superior","2.0°C"
24.823,"Superior","2.0°C"
26.378,"Superior","4.5°C"
24.074,"Ontario","4.5°C"
24.291,"Ontario","7.0°C"
26.304,"Ontario","4.5°C"
24.677,"Superior","2.0°C"
23.593,"Ontario","4.5°C"
24.436,"Superior","7.0°C"
27.259,"Ontario","4.5°C"
26.012,"Ontario","2.0°C"
21.175,"Ontario","2.0°C"
24.702,"Superior","2.0°C"
26.916,"Ontario","2.0°C"
27.358,"Ontario","4.5°C"
23.328,"Ontario","4.5°C"
24.291,"Ontario","2.0°C"
26.329,"Ontario","2.0°C"
25.137,"Superior","4.5°C"
24.702,"Ontario","2.0°C"
24.243,"Ontario","4.5°C"
24.798,"Ontario","4.5°C"
26.451,"Ontario","2.0°C"
27.186,"Ontario","4.5°C"
27.358,"Ontario","2.0°C"
22.25,"Ontario","7.0°C"
27.186,"Ontario","4.5°C"
25.695,"Ontario","7.0°C"
27.186,"Superior","2.0°C"
27.358,"Ontario","2.0°C"
26.231,"Ontario","4.5°C"
23.136,"Superior","4.5°C"
25.598,"Ontario","4.5°C"
24.823,"Superior","4.5°C"
27.776,"Ontario","2.0°C"
24.823,"Ontario","4.5°C"
27.358,"Ontario","4.5°C"
20.436,"Superior","2.0°C"
