"lethal.temp","population","treatment"
22.13,"Ontario","4.5°C"
26.207,"Ontario","4.5°C"
26.769,"Ontario","7.0°C"
25.744,"Ontario","7.0°C"
25.866,"Superior","4.5°C"
28.072,"Superior","2.0°C"
24.702,"Ontario","7.0°C"
25.987,"Ontario","2.0°C"
26.353,"Ontario","7.0°C"
25.841,"Ontario","7.0°C"
27.382,"Ontario","2.0°C"
25.987,"Ontario","2.0°C"
23.208,"Ontario","2.0°C"
23.689,"Ontario","2.0°C"
24.677,"Ontario","2.0°C"
25.841,"Superior","2.0°C"
26.256,"Superior","2.0°C"
26.451,"Ontario","4.5°C"
26.793,"Ontario","7.0°C"
25.065,"Superior","2.0°C"
24.823,"Ontario","4.5°C"
25.695,"Ontario","7.0°C"
24.508,"Superior","2.0°C"
24.508,"Ontario","2.0°C"
22.25,"Ontario","4.5°C"
26.842,"Ontario","7.0°C"
23.713,"Ontario","7.0°C"
27.677,"Superior","4.5°C"
26.475,"Ontario","4.5°C"
25.04,"Ontario","4.5°C"
25.137,"Ontario","4.5°C"
26.744,"Ontario","7.0°C"
23.328,"Ontario","2.0°C"
25.987,"Ontario","2.0°C"
23.424,"Superior","7.0°C"
25.574,"Ontario","4.5°C"
23.761,"Ontario","4.5°C"
24.629,"Superior","4.5°C"
27.382,"Ontario","2.0°C"
24.798,"Superior","7.0°C"
26.378,"Ontario","2.0°C"
24.436,"Superior","4.5°C"
