"lethal.temp","population","treatment"
25.453,"Ontario","7.0°C"
26.134,"Ontario","2.0°C"
24.557,"Superior","2.0°C"
25.963,"Superior","7.0°C"
25.04,"Superior","4.5°C"
27.186,"Ontario","2.0°C"
23.016,"Ontario","7.0°C"
24.243,"Ontario","2.0°C"
25.065,"Ontario","2.0°C"
24.581,"Ontario","7.0°C"
24.243,"Ontario","7.0°C"
23.424,"Superior","4.5°C"
27.014,"Ontario","7.0°C"
24.098,"Ontario","7.0°C"
22.8,"Ontario","2.0°C"
25.137,"Ontario","2.0°C"
22.13,"Ontario","4.5°C"
25.453,"Ontario","4.5°C"
25.866,"Ontario","2.0°C"
25.647,"Ontario","2.0°C"
24.774,"Superior","7.0°C"
24.074,"Superior","7.0°C"
27.259,"Ontario","2.0°C"
19.817,"Ontario","4.5°C"
22.25,"Ontario","4.5°C"
26.451,"Ontario","4.5°C"
25.137,"Ontario","2.0°C"
24.508,"Ontario","2.0°C"
25.453,"Ontario","7.0°C"
23.737,"Ontario","2.0°C"
26.353,"Superior","2.0°C"
23.136,"Ontario","4.5°C"
26.329,"Ontario","4.5°C"
24.267,"Superior","2.0°C"
24.508,"Superior","7.0°C"
24.074,"Superior","7.0°C"
26.231,"Ontario","2.0°C"
27.382,"Ontario","2.0°C"
24.774,"Superior","7.0°C"
26.012,"Ontario","7.0°C"
