"lethal.temp","population","treatment"
23.545,"Superior","4.5°C"
27.776,"Ontario","7.0°C"
25.501,"Ontario","2.0°C"
26.231,"Ontario","4.5°C"
26.94,"Ontario","4.5°C"
26.353,"Ontario","4.5°C"
26.207,"Ontario","7.0°C"
27.358,"Ontario","2.0°C"
23.761,"Ontario","2.0°C"
23.545,"Ontario","7.0°C"
26.012,"Superior","7.0°C"
20.15,"Ontario","7.0°C"
26.598,"Superior","4.5°C"
24.557,"Ontario","4.5°C"
22.8,"Superior","4.5°C"
24.605,"Ontario","4.5°C"
23.424,"Ontario","7.0°C"
24.219,"Ontario","4.5°C"
27.259,"Ontario","2.0°C"
28.072,"Superior","4.5°C"
23.28,"Ontario","2.0°C"
26.622,"Ontario","2.0°C"
27.186,"Ontario","4.5°C"
27.505,"Ontario","2.0°C"
23.761,"Ontario","2.0°C"
23.593,"Ontario","4.5°C"
27.899,"Ontario","2.0°C"
26.256,"Ontario","4.5°C"
23.761,"Ontario","4.5°C"
26.622,"Ontario","7.0°C"
23.665,"Ontario","4.5°C"
24.484,"Ontario","4.5°C"
24.074,"Superior","2.0°C"
28.097,"Ontario","4.5°C"
26.207,"Ontario","7.0°C"
28.072,"Ontario","2.0°C"
28.097,"Superior","7.0°C"
23.208,"Ontario","4.5°C"
26.304,"Ontario","2.0°C"
26.378,"Ontario","4.5°C"
28.072,"Ontario","4.5°C"
