"lethal.temp","population","treatment"
26.5,"Ontario","7.0°C"
26.231,"Ontario","2.0°C"
24.557,"Ontario","7.0°C"
26.671,"Ontario","2.0°C"
25.866,"Ontario","2.0°C"
22.082,"Ontario","4.5°C"
24.702,"Superior","4.5°C"
26.012,"Superior","4.5°C"
26.94,"Ontario","4.5°C"
27.579,"Ontario","2.0°C"
26.231,"Superior","2.0°C"
24.291,"Ontario","7.0°C"
26.231,"Ontario","7.0°C"
25.453,"Ontario","2.0°C"
24.774,"Ontario","4.5°C"
22.824,"Ontario","7.0°C"
24.412,"Ontario","7.0°C"
27.776,"Superior","2.0°C"
26.598,"Ontario","2.0°C"
25.137,"Ontario","7.0°C"
24.074,"Ontario","4.5°C"
26.573,"Ontario","2.0°C"
26.94,"Ontario","4.5°C"
25.574,"Ontario","7.0°C"
25.987,"Ontario","7.0°C"
20.436,"Ontario","4.5°C"
25.914,"Ontario","2.0°C"
24.702,"Ontario","7.0°C"
22.8,"Ontario","4.5°C"
25.841,"Ontario","7.0°C"
23.954,"Superior","4.5°C"
26.94,"Ontario","2.0°C"
26.329,"Ontario","7.0°C"
26.818,"Ontario","4.5°C"
27.899,"Ontario","4.5°C"
24.291,"Ontario","4.5°C"
20.293,"Ontario","2.0°C"
26.451,"Ontario","4.5°C"
24.291,"Ontario","2.0°C"
24.557,"Superior","4.5°C"
26.28,"Ontario","4.5°C"
